HUNDRED_BLOCK,LATITUDE,LONGITUDE
68XX BLOCK MAIN ST,49.222844,-123.101712
30XX BLOCK W 23RD AVE,49.251922,-123.172235
10XX BLOCK CHARLESON AVE,49.266223,-123.124146
28XX BLOCK W 28TH AVE,49.245421,-123.047169
28XX BLOCK HEMLOCK ST,49.260233,-123.136205
18XX W 64TH AVE,49.213171,-123.150365
42XX BLOCK GLEN DR,49.247646,-123.081896
5XX BLOCK E 60TH AVE,49.215675,-123.094007
NATIONAL AVE / QUEBEC ST,49.275012,-123.101844
35XX BLOCK DUNDAS ST,49.284757,-123.044078
LAKEWOOD DR / DUNDAS ST,49.284819,-123.061637
27XX BLOCK W 42ND AVE,49.233739,-123.165796
55XX ABERDEEN ST,49.234133,-123.028113
67XX BLOCK FRONTENAC ST,49.224667,-123.025988
44XX SKEENA ST,49.257713,-123.028499
SLOCAN ST / VANNESS AVE,49.245812,-123.049640
ELLIOTT ST / E KENT N AVE,49.205802,-123.056828
W 72ND AVE / CARTIER ST,49.205755,-123.137747
MORTON AVE / DENMAN ST,49.287575,-123.141329
36XX BLOCK W 26TH AVE,49.249000,-123.185215
58XX BALSAM ST,49.233693,-123.161366
3XX PIPELINE RD,49.303718,-123.135921
21XX BLOCK PRINCE EDWARD ST,49.266206,-123.095563
66XX BLOCK GLADSTONE ST,49.223955,-123.062367
26XX BLOCK E 51ST AVE,49.222728,-123.052461
WOODLAND DR / E 11TH AVE,49.260419,-123.064239
E 15TH AVE / INVERNESS ST,49.256769,-123.079723
70XX CYPRESS ST,49.246430,-123.148985
61XX BLOCK DOMAN ST,49.228438,-123.036412
22XX BLOCK E 24TH AVE,49.251029,-123.173181
18XX TRAFALGAR ST,49.270090,-123.164438
81XX BLOCK LAUREL ST,49.211849,-123.125966
COMMERCIAL ST / COMMERCIAL DR,49.267155,-123.069643
CAMBIE ST / W 35TH AVE,49.239020,-123.116842
7XX W 64TH AVE,49.212332,-123.121107
6XX W 30TH AVE,49.244328,-123.118711
31XX BLOCK E 2ND AVE,49.270215,-123.173629
CARDERO ST / HARO ST,49.288713,-123.133316
E 49TH AVE / KILLARNEY ST,49.224750,-123.045673
33XX BLOCK NEW BRIGHTON RD,49.288801,-123.036214
MCGILL ST / N WINDERMERE ST,49.273000,-123.036387
E 14TH AVE / PRINCE ALBERT ST,49.257958,-123.087249
58XX BLOCK LANARK ST,49.231805,-123.075671
YORK AVE / BALSAM ST,49.271783,-123.159768
DUNDAS ST / PENTICTON ST,49.284801,-123.051941
30XX BLOCK E 20TH AVE,49.254567,-123.172738
17XX BLOCK TRAFALGAR ST,49.270567,-123.164432
NICOLA ST / BURNABY ST,49.283763,-123.138526
W 2ND AVE / BALSAM ST,49.270015,-123.159801
80XX CARTIER ST,49.213099,-123.137644
31XX W 18TH AVE,49.256362,-123.169956
56XX COLUMBIA ST,49.234712,-123.110663
52XX BLOCK ABERDEEN ST,49.237495,-123.027105
NELSON ST / JERVIS ST,49.285618,-123.130679
66XX BLOCK TISDALL ST,49.225347,-123.120872
31XX BLOCK WAVERLEY AVE,49.226726,-123.050284
WOODLAND DR / E 3RD AVE,49.267787,-123.066462
MAIN ST / E 51ST AVE,49.223756,-123.101699
11XX BLOCK HAZELTON ST,49.274697,-123.037597
HAIG ST / W 64TH AVE,49.213088,-123.136936
MAIN ST / ALEXANDER ST,49.284096,-123.099504
71XX SHERBROOKE ST,49.219539,-123.081546
15XX W 52ND AVE,49.224039,-123.139212
JELLICOE ST / E KENT S AVE,49.206214,-123.047687
22XX BLOCK ST GEORGE ST,49.265162,-123.092942
7XX BLOCK E KENT N AVE,49.207205,-123.102571
15XX E 15TH AVE,49.256421,-123.071065
56XX ELIZABETH ST,49.234714,-123.111979
COLLINGWOOD ST / W 2ND AVE,49.270362,-123.181631
OAK ST / BALFOUR AVE,49.251725,-123.127449
CHILCO ST / BARCLAY ST,49.291981,-123.140521
51XX BLOCK COLLINGWOOD ST,49.242418,-123.181932
NANAIMO ST / E PENDER ST,49.280246,-123.056632
ROBSON ST / GILFORD ST,49.292501,-123.137021
HOMER ST / DAVIE ST,49.275251,-123.123268
18XX LAKEWOOD DR,49.268229,-123.061871
SALISH DR / MUSQUEAM AVE,49.224297,-123.198688
23XX W 49TH AVE,49.227197,-123.160255
26XX W 8TH AVE,49.264894,-123.164811
19XX KAMLOOPS ST,49.267603,-123.054680
65XX BLOCK FREMLIN ST,49.217056,-123.127168
E 8TH AVE / CLARK DR,49.263327,-123.077598
18XX E KENT N AVE,49.209552,-123.074346
57XX BLOCK ONTARIO ST,49.233716,-123.105613
8XX BLOCK E 35TH AVE,49.238245,-123.087985
HAMILTON ST / HELMCKEN ST,49.275919,-123.121079
56XX BLOCK WILLOW ST,49.234817,-123.123811
FRASER ST / E 18TH AVE,49.254632,-123.089926
8XX BLOCK W 58TH AVE,49.218108,-123.126174
BURNABY ST / BROUGHTON ST,49.283013,-123.137350
52XX BLOCK PINE CRES,49.239543,-123.146931
17XX BLOCK W 66TH AVE,49.211421,-123.143485
25XX LAUREL ST,49.263457,-123.124149
36XX BLOCK CROWLEY DR,49.235114,-123.027309
46XX BLOCK W 12TH AVE,49.262027,-123.212065
70XX SAINT JULIEN MEWS,49.220171,-123.039379
62XX BLOCK ELGIN ST,49.228215,-123.083791
85XX LAUREL ST,49.209209,-123.126045
5XX W 60TH AVE,49.215932,-123.117051
43XX RUPERT ST,49.246227,-123.033725
55XX WINDSOR ST,49.233782,-123.084751
16XX BLOCK PARKER ST,49.275751,-123.070079
69XX LANCASTER ST,49.221415,-123.042777
69XX TYNE ST,49.220162,-123.032375
23XX ROSEDALE DR,49.208135,-123.059936
W 12TH AVE / ALBERTA ST,49.260350,-123.110943
15XX BALFOUR AVE,49.251903,-123.139028
38XX BLOCK LILLOOET ST,49.250565,-123.039053
36XX BLOCK W 11TH AVE,49.262529,-123.183940
W 19TH AVE / HIGHBURY ST,49.255594,-123.188029
24XX VINE ST,49.264756,-123.157619
67XX BUTLER ST,49.222736,-123.033716
33XX BLOCK E 22ND AVE,49.250588,-123.032991
35XX BRIDGEWAY,49.288530,-123.033187
29XX CYPRESS ST,49.259999,-123.148225
GRANVILLE ST / HEMLOCK ST,49.269374,-123.137635
2XX BLOCK E 60TH AVE,49.215842,-123.101784
58XX BLOCK ROSS ST,49.232567,-123.082550
22XX BLOCK SCARBORO AVE,49.213359,-123.061593
73XX BLOCK SHERBROOKE ST,49.218635,-123.081556
46XX BLOCK RUPERT ST,49.243365,-123.035152
E 12TH AVE / N GRANDVIEW HWY,49.259462,-123.059031
66XX BLOCK WILTSHIRE ST,49.225799,-123.146609
UNION ST / JACKSON AVE,49.277599,-123.093568
66XX GLADSTONE ST,49.223955,-123.062367
13XX BLOCK W 4TH AVE,49.267046,-123.135995
YUKON ST / SW MARINE DR,49.211070,-123.114694
20XX BLOCK E KENT S AVE,49.207229,-123.066242
ADERA ST / W 61ST AVE,49.215949,-123.143410
67XX BLOCK PRINCE EDWARD ST,49.223699,-123.097543
4XX BOUNDARY RD,49.281127,-123.023332
MACKENZIE ST / W 29TH AVE,49.246117,-123.170208
66XX RUPERT ST,49.223804,-123.044178
30XX E 51ST AVE,49.223169,-123.042665
GRANVILLE ST / W 52ND AVE,49.224072,-123.139964
51XX RHODES ST,49.238182,-123.050264
CAMBIE ST / W 45TH AVE,49.229828,-123.116224
57XX BLOCK STANLEY PARK DR,49.301705,-123.141700
14XX W 52ND AVE,49.224006,-123.136813
88XX BLOCK MANITOBA ST,49.207035,-123.110240
65XX KERR ST,49.224246,-123.041005
58XX BLOCK TISDALL ST,49.232651,-123.122519
21XX W 32ND AVE,49.243001,-123.153512
894XX SHAUGHNESSY ST,49.208435,-123.128873
44XX BLOCK PINE CRES,49.246539,-123.147252
W 41ST AVE / MANITOBA ST,49.233221,-123.108113
47XX MARGUERITE ST,49.243383,-123.143723
69XX WHITHORN CRT,49.220514,-123.031224
33XX COMMERCIAL DR,49.255048,-123.068953
69XX BLOCK TYNE ST,49.220162,-123.032375
70XX BLOCK WERKS DR,49.219547,-123.031817
NOOTKA ST / HEBB AVE,49.259658,-123.040157
NAPIER ST / LILY ST,49.274804,-123.064569
35XX E 45TH AVE,49.229236,-123.028929
W 67TH AVE / HUDSON ST,49.210775,-123.134316
3XX BLOCK DUNLEVY AVE,49.281852,-123.095340
E 16TH AVE / WATSON ST,49.256594,-123.100651
29XX ARBUTUS ST,49.260061,-123.153040
3XX E 45TH AVE,49.229310,-123.099556
KINGSWAY AVE / LINCOLN ST,49.232158,-123.025879
JOYCE ST / CROWLEY DR,49.237457,-123.032588
NOOTKA ST / E 25TH AVE,49.247892,-123.041613
40XX BLOCK W 17TH AVE,49.257474,-123.193405
15XX BLOCK WOODLAND DR,49.271527,-123.073455
13XX BLOCK RAILSPUR ALLY,49.269910,-123.133432
56XX BLOCK ELM ST,49.235603,-123.164128
48XX BLOCK NW MARINE DR,49.276127,-123.215738
58XX HIGHBURY ST,49.233848,-123.188375
33XX INVERNESS ST,49.254898,-123.079766
24XX BLOCK E KENT N AVE,49.205792,-123.056958
8XX E 61ST AVE,49.214757,-123.088051
30XX BLOCK E 8TH AVE,49.265023,-123.172190
SLOCAN ST / E BROADWAY AVE,49.262016,-123.049616
JERVIS ST / COMOX ST,49.284209,-123.132803
13XX GRANVILLE STREET BRDG,49.274586,-123.129978
58XX BLOCK WILTSHIRE ST,49.233545,-123.146316
30XX BLOCK W 24TH AVE,49.248764,-123.041613
36XX W 24TH AVE,49.251034,-123.185172
55XX BLOCK OBEN ST,49.234069,-123.027005
72XX CARTIER ST,49.220778,-123.137645
59XX BLOCK CROWN ST,49.233679,-123.193727
22XX BLOCK W 40TH AVE,49.233885,-123.061952
80XX BLOCK ROSS ST,49.211940,-123.083215
HEATHER ST / W 12TH AVE,49.260426,-123.119979
36XX BLOCK E 46TH AVE,49.228423,-123.045539
CARDERO ST / COAL HARBOUR SWLK,49.282729,-123.120738
DENMAN ST / DAVIE ST,49.287268,-123.141794
54XX BLOCK YEW ST,49.237378,-123.158381
PACIFIC ST / HOWE ST,49.275632,-123.130455
DRAKE ST / ROLSTON CRES,49.275759,-123.127275
46XX BLOCK SELKIRK ST,49.243676,-123.132993
POINT GREY RD / TRUTCH ST,49.271355,-123.175646
9XX W 64TH AVE,49.212928,-123.127400
59XX ARLINGTON ST,49.230196,-123.027790
GRANVILLE ST / W 57TH AVE,49.219357,-123.140155
27XX BLOCK E 6TH AVE,49.266593,-123.166447
25XX W KING EDWARD AVE,49.248714,-123.161669
W 4TH AVE / HIGHBURY ST,49.268665,-123.187652
32XX BLOCK PRINCE EDWARD ST,49.256517,-123.096478
E 55TH AVE / ONTARIO ST,49.220258,-123.106138
53XX BLOCK MCHARDY ST,49.236715,-123.037480
KINGSWAY AVE / ABERDEEN ST,49.232099,-123.028118
5XX E 50TH AVE,49.224546,-123.094042
W 15TH AVE / FIR ST,49.258041,-123.141230
28XX NATAL ST,49.258299,-123.030301
W 6TH AVE / STEPHENS ST,49.266605,-123.166442
9XX E 27TH AVE,49.246536,-123.087199
66XX BLOCK FLEMING ST,49.224243,-123.073160
17XX BLOCK E 59TH AVE,49.217680,-123.145342
W BROADWAY AVE / ALBERTA ST,49.263143,-123.110941
DUNSMUIR ST / BURRARD ST,49.285546,-123.119395
49XX BOUNDARY RD,49.240062,-123.023518
34XX E 53RD AVE,49.221131,-123.032323
31XX BLOCK IVANHOE ST,49.235034,-123.040019
19XX BLOCK W 43RD AVE,49.230516,-123.066934
27XX BLOCK W 2ND AVE,49.270118,-123.166379
5XX BLOCK W 63RD AVE,49.212449,-123.094158
NANAIMO ST / QUALICUM DR,49.212356,-123.059429
5XX BLOCK E 54TH AVE,49.221363,-123.117921
JERVIS ST / HARWOOD ST,49.281413,-123.137045
6XX W 50TH AVE,49.225272,-123.118144
8XX BLOCK E 53RD AVE,49.221950,-123.089168
CAMBIE ST / W 30TH AVE,49.243762,-123.117418
NOOTKA ST / E BROADWAY AVE,49.261945,-123.040163
78XX BLOCK OAK ST,49.214441,-123.130039
GRANVILLE ST / LAMEYS MILL RD,49.266880,-123.132907
20XX E 50TH AVE,49.224269,-123.066563
VICTORIA DR / E 36TH AVE,49.237504,-123.065415
29XX BLOCK SCHOOL AVE,49.235939,-123.044352
39XX BLOCK OSLER ST,49.250764,-123.129666
35XX RAINIER PL,49.207206,-123.027831
42XX PRINCE EDWARD ST,49.247295,-123.096804
71XX GLADSTONE ST,49.219372,-123.061945
MCGEER ST / VANNESS AVE,49.239049,-123.033708
38XX BLOCK W 36TH AVE,49.239506,-123.188310
30XX E 15TH AVE,49.256337,-123.041441
35XX DIEPPE DR,49.252864,-123.024592
CLARK DR / E 7TH AVE,49.264224,-123.077518
35XX BLOCK W 29TH AVE,49.244471,-123.028567
E BROADWAY AVE / BRUNSWICK ST,49.262796,-123.097025
E 45TH AVE / NANAIMO ST,49.227566,-123.059069
34XX E 29TH AVE,49.244446,-123.100822
E GEORGIA ST / BOUNDARY RD,49.278254,-123.023679
31XX E KENT N AVE,49.206679,-123.040606
5XX E 46TH AVE,49.228292,-123.094167
JOYCE ST / CHURCH ST,49.234848,-123.035220
14XX BLOCK W 5TH AVE,49.266731,-123.136200
KAMLOOPS ST / E 26TH AVE,49.247044,-123.054258
25XX BLOCK BURRARD ST,49.264262,-123.145713
10XX BLOCK E 41ST AVE,49.232811,-123.084560
47XX BLOCK TRAFALGAR ST,49.244204,-123.165514
KEEFER ST / JACKSON AVE,49.279370,-123.093505
E 12TH AVE / CAROLINA ST,49.259732,-123.091117
TYNE ST / E 44TH AVE,49.230059,-123.032246
GLEN DR / E 15TH AVE,49.256834,-123.081660
22XX BLOCK E 22ND AVE,49.250244,-123.062632
56XX BAILLIE ST,49.234729,-123.122315
5XX BLOCK W 50TH AVE,49.224546,-123.094042
45XX BLOCK HENRY ST,49.244461,-123.077565
64XX ASH ST,49.228397,-123.118008
W 4TH AVE / FIR ST,49.268011,-123.140879
E HASTINGS ST / SLOCAN ST,49.281138,-123.049314
70XX QUEBEC ST,49.221063,-123.103944
W 19TH AVE / WILLOW ST,49.254365,-123.122142
RENFREW ST / E 7TH AVE,49.263849,-123.044299
18XX BLOCK PARKER ST,49.275733,-123.067460
69XX SOPHIA ST,49.221487,-123.099692
65XX BLOCK LANCASTER ST,49.229285,-123.041736
8XX W 47TH AVE,49.228319,-123.126421
62XX BLOCK TYNE ST,49.227575,-123.032103
33XX BLOCK NAPIER ST,49.274950,-123.033527
75XX VIVIAN DR,49.218069,-123.050539
73XX HUMM ST,49.216984,-123.063345
W 14TH AVE / YUKON ST,49.258701,-123.113067
KINGSWAY AVE / TAUNTON ST,49.235688,-123.039485
61XX TYNE ST,49.228074,-123.032074
58XX BLOCK CROWN ST,49.233871,-123.193716
14XX BLOCK COTTON DR,49.272026,-123.071347
WHYTE AVE / ARBUTUS ST,49.275425,-123.151793
KINGSWAY AVE / MCKINNON ST,49.235006,-123.037888
CHARLES ST / ODLUM DR,49.273146,-123.075899
70XX ANGUS DR,49.221917,-123.148141
58XX WEST BOULEVARD BLVD,49.232208,-123.155672
W 63RD AVE / HEATHER ST,49.213338,-123.124021
39XX BLOCK CAMBIE ST,49.250156,-123.115278
E 21ST AVE / SLOCAN ST,49.251529,-123.049604
52XX BLENHEIM ST,49.239551,-123.178690
68XX BLOCK VICTORIA DR,49.222244,-123.065786
16XX SOMERSET CRES,49.235666,-123.141965
25XX BLOCK VICTORIA DR,49.262791,-123.065916
16XX BLOCK W 75TH AVE,49.205254,-123.144654
46XX BLOCK W 2ND AVE,49.271371,-123.211960
19XX E KENT AVE S,49.207559,-123.067424
57XX PRINCE EDWARD ST,49.235368,-123.097103
49XX HOY ST,49.239559,-123.025061
KINGSWAY AVE / BATTISON ST,49.231921,-123.030622
46XX DRUMMOND DR,49.272624,-123.215200
61XX WEST BLVD,49.232208,-123.155672
YEW ST / CORNWALL AVE,49.272581,-123.154976
WESSEX ST / KINGSWAY AVE,49.233223,-123.033959
15XX BLOCK W 3RD AVE,49.268830,-123.138512
18XX BAYSWATER ST,49.270188,-123.170990
W 1ST AVE / BLENHEIM ST,49.271201,-123.177578
8XX W 60TH AVE,49.216060,-123.123830
ONTARIO ST / E 11TH AVE,49.261172,-123.104966
WOODLAND DR / E BROADWAY AVE,49.262363,-123.073617
66XX BLOCK FREMLIN ST,49.226294,-123.126720
E 10TH AVE / ST GEORGE ST,49.261622,-123.093032
W PENDER ST / CARRALL ST,49.280492,-123.104369
31XX BLOCK PRINCE ALBERT ST,49.256409,-123.087468
23XX BLOCK ST GEORGE ST,49.263956,-123.092991
VINE ST / W 7TH AVE,49.265646,-123.157608
61XX BLOCK ARGYLE ST,49.229056,-123.071587
41XX CAMBIE ST,49.249083,-123.115267
64XX CYPRESS ST,49.228034,-123.149447
63XX BLOCK BOUNDARY RD,49.228142,-123.023469
10XX BLOCK DOUGLAS CRES,49.254420,-123.127345
W 23RD AVE / YUKON ST,49.250068,-123.112786
39XX W 10TH AVE,49.263551,-123.190722
65XX CYPRESS ST,49.246430,-123.148985
MCKINNON ST / KINGSWAY AVE,49.235006,-123.037888
WELLINGTON AVE / JOYCE ST,49.240081,-123.030162
26XX E 53RD AVE,49.221145,-123.054850
55XX BLOCK CLARENDON ST,49.234846,-123.055470
49XX COMMERCIAL ST,49.240105,-123.068008
VINE ST / W 41ST AVE,49.234659,-123.159941
8XX BLOCK EVANS AVE,49.271680,-123.086756
70XX INVERNESS ST,49.220595,-123.080223
WILTSHIRE ST / W 43RD AVE,49.232569,-123.146352
7XX KASLO ST,49.278057,-123.046680
FRANCES ST / COMMERCIAL DR,49.279422,-123.070445
JOYCE ST / E 41ST AVE,49.233113,-123.037480
80XX LAUREL ST,49.212904,-123.125929
32XX BLOCK W 8TH AVE,49.265064,-123.175777
3XX BLOCK W 46TH AVE,49.228397,-123.099360
JOYCE ST / EUCLID AVE,49.236465,-123.033661
W 7TH AVE / BALACLAVA ST,49.265907,-123.173932
35XX W 6TH AVE,49.266839,-123.181863
27XX E KENT AVE N,49.205792,-123.056958
20XX VICTORIA DR,49.266816,-123.065800
23XX KAMLOOPS ST,49.263469,-123.054680
BALSAM ST / W 3RD AVE,49.269147,-123.159869
66XX BLOCK VICTORIA DR,49.224059,-123.065740
26XX CAROLINA ST,49.261124,-123.091067
THURLOW ST / COMOX ST,49.281792,-123.129071
MAIN ST / E 45TH AVE,49.229353,-123.101517
8XX BLOCK E BROADWAY AVE,49.263196,-123.122063
E 28TH AVE / NANAIMO ST,49.245801,-123.056656
NANAIMO ST / E 33RD AVE,49.239792,-123.058717
10XX MATTHEWS AVE,49.253697,-123.128794
49XX BLOCK NANAIMO ST,49.240968,-123.058615
50XX CHAMBERS ST,49.238801,-123.052972
E 30TH AVE / NANAIMO ST,49.240870,-123.058769
71XX BLOCK CULLODEN ST,49.219506,-123.078497
82XX TUGBOAT PL,49.210321,-123.153824
SOPHIA ST / E 24TH AVE,49.249334,-123.098688
OAK ST / W 37TH AVE,49.237661,-123.127927
64XX WEST BLVD,49.232208,-123.155672
26XX E 41ST AVE,49.232805,-123.053540
41XX BLOCK PRINCE EDWARD ST,49.248647,-123.096747
26XX BLOCK W 6TH AVE,49.266573,-123.164750
69XX LA SALLE ST,49.221202,-123.026159
E 25TH AVE / VICTORIA DR,49.248496,-123.065060
48XX PUGET DR,49.244003,-123.162687
KNIGHT ST / E 39TH AVE,49.234798,-123.076962
FRASER ST / E 53RD AVE,49.221770,-123.090858
22XX FRASER ST,49.264386,-123.089071
WEST BLVD / W 42ND AVE,49.233587,-123.155624
63XX FRONTENAC ST,49.226372,-123.025948
32XX BLENHEIM ST,49.257911,-123.178036
5XX RENFREW ST,49.279105,-123.044067
KERR ST / E 56TH AVE,49.218206,-123.041424
CYPRESS ST / W 6TH AVE,49.266343,-123.148034
79XX BLOCK PRINCE EDWARD ST,49.213370,-123.097901
53XX BLOCK SHERBROOKE ST,49.236914,-123.081342
8XX BLOCK W 59TH AVE,49.217003,-123.123924
SKEENA ST / E GEORGIA ST,49.278255,-123.028331
32XX COLUMBIA ST,49.258103,-123.109640
29XX BLOCK QUEBEC ST,49.259286,-123.103104
W 7TH AVE / YEW ST,49.265616,-123.155208
19XX BLOCK STAINSBURY AVE,49.252140,-123.067394
70XX ADERA ST,49.221720,-123.143689
EUCLID AVE / TYNE ST,49.235175,-123.030428
39XX BLOCK ALICE ST,49.248256,-123.065798
W 7TH AVE / LARCH ST,49.265709,-123.162328
32XX BLOCK W 32ND AVE,49.243252,-123.175775
E PENDER ST / BOUNDARY RD,49.280223,-123.023665
29XX W 2ND AVE,49.270182,-123.171147
W 14TH AVE / ASH ST,49.258786,-123.117691
E 17TH AVE / PRINCE ALBERT ST,49.255471,-123.087534
E 2ND AVE / RUPERT ST,49.268458,-123.033634
31XX BLOCK E 21ST AVE,49.253635,-123.174312
SITKA SQ / LAMEYS MILL RD,49.266382,-123.128739
35XX RENFREW ST,49.254482,-123.044322
STAUTLO AVE / CROWN ST,49.229496,-123.195148
17XX WINDERMERE ST,49.270156,-123.036437
17XX BLOCK BOUNDARY RD,49.269436,-123.023406
E 45TH AVE / LINCOLN ST,49.229244,-123.026427
LOUGHEED HWY / SKEENA ST,49.263370,-123.028706
RENFREW ST / E 16TH AVE,49.255422,-123.044330
24XX BLOCK PRINCE EDWARD ST,49.263188,-123.095918
29XX BLOCK E 27TH AVE,49.248061,-123.170593
CORDOVA DVRS / HORNBY ST,49.280547,-123.125007
INVERNESS ST / KINGSWAY AVE,49.251996,-123.079882
31XX CROWN ST,49.259121,-123.194018
VICTORIA DR / PORTER ST,49.254717,-123.066107
MONTCALM ST / W 67TH AVE,49.210806,-123.135698
59XX DUMFRIES ST,49.230515,-123.074309
43XX BLOCK OSLER ST,49.247319,-123.129914
54XX BLOCK JOYCE ST,49.235463,-123.034623
30XX E KENT AVE S,49.206432,-123.044944
79XX CARTIER ST,49.214098,-123.137606
VICTORIA DR / CHARLES ST,49.273019,-123.065695
E 60TH AVE / FRASER ST,49.215644,-123.091006
35XX BLOCK W 40TH AVE,49.235695,-123.182193
GRANDVIEW HWY / BOUNDARY RD,49.258118,-123.023795
36XX BLOCK TRIUMPH ST,49.283856,-123.025784
18XX BLOCK E 52ND AVE,49.222671,-123.068961
68XX BLOCK KILLARNEY ST,49.222363,-123.045779
5XX BLOCK E 61ST AVE,49.214886,-123.094018
TYNE ST / E 45TH AVE,49.229258,-123.032144
34XX BLOCK W 41ST AVE,49.234744,-123.180486
BARCLAY ST / NICOLA ST,49.287273,-123.133234
MACDONALD ST / SW MARINE DR,49.225768,-123.168402
W 33RD AVE / HIGHBURY ST,49.242380,-123.188158
W 16TH AVE / OAK ST,49.257081,-123.127241
FLEMING ST / E 54TH AVE,49.220394,-123.073340
27XX BLOCK ROSEMONT DR,49.219323,-123.049270
14XX W 38TH AVE,49.237496,-123.166008
W 14TH AVE / GRANVILLE ST,49.258916,-123.138733
SCHOOL AVE / JOYCE ST,49.233113,-123.037480
CYPRESS ST / W 3RD AVE,49.268932,-123.147935
34XX MATAPAN CRES,49.257181,-123.030040
31XX DIEPPE DR,49.256923,-123.027359
60XX BLOCK MACDONALD ST,49.231813,-123.167285
CROWN ST / W 32ND AVE,49.243383,-123.193674
MAIN ST / E 1ST AVE,49.270215,-123.100755
36XX E 26TH AVE,49.247048,-123.026221
62XX BLOCK YUKON ST,49.245154,-123.112332
57XX JOYCE ST,49.232943,-123.037222
11XX BLOCK RAYMUR AVE,49.274736,-123.082671
30XX E 41ST AVE,49.232924,-123.043153
COLUMBIA ST / W 15TH AVE,49.257683,-123.109675
W 2ND AVE / LARCH ST,49.270050,-123.162167
30XX E 43RD AVE,49.231072,-123.043253
63XX MCKINNON ST,49.226649,-123.038746
28XX BLOCK W 36TH AVE,49.239454,-123.167943
59XX BLOCK MAIN ST,49.231156,-123.101432
E HASTINGS ST / DUNLEVY AVE,49.281258,-123.095384
W BROADWAY AVE / MACDONALD ST,49.264126,-123.168217
31XX BLOCK W 14TH AVE,49.259631,-123.174062
34XX BLOCK FALAISE AVE,49.254832,-123.030463
45XX ALEXANDRA ST,49.244373,-123.141165
11XX E 53RD AVE,49.221868,-123.082902
20XX E 6TH AVE,49.265029,-123.063817
30XX BLOCK E 18TH AVE,49.256362,-123.169956
VICTORIA DR / E 37TH AVE,49.236666,-123.065432
MCLEAN DR / GRANT ST,49.271475,-123.075372
11XX BLOCK SALSBURY DR,49.274798,-123.067569
E 8TH AVE / ONTARIO ST,49.263773,-123.104863
23XX BLOCK KAMLOOPS ST,49.263469,-123.054680
ADANAC ST / KAMLOOPS ST,49.277459,-123.054589
31XX BLOCK FIR ST,49.258087,-123.141210
83XX BLOCK OAK ST,49.210610,-123.130172
70XX BLOCK BERKELEY ST,49.220207,-123.057851
18XX BLOCK ARBUTUS ST,49.269883,-123.152682
19XX BLOCK E KENT AVE S,49.207559,-123.067424
15XX E 35TH AVE,49.238469,-123.073941
28XX E KENT AVE N,49.205792,-123.056958
11XX ROSSLAND ST,49.275323,-123.045490
GRAVELEY ST / COTTON DR,49.270536,-123.071531
83XX SHAUGHNESSY ST,49.210719,-123.128770
OAK ST / W 28TH AVE,49.246332,-123.127688
SCANTLINGS AVE / SITKA SQ,49.267015,-123.128867
COMMERCIAL DR / E GEORGIA ST,49.278494,-123.070491
IRONWORK PASS / FOUNDRY QUAY,49.267686,-123.130340
NICOLA ST / ROBSON ST,49.288684,-123.131100
75XX BLOCK MAIN ST,49.216717,-123.101932
HARWOOD ST / JERVIS ST,49.281413,-123.137045
56XX PRINCE EDWARD ST,49.235368,-123.097103
THURLOW ST / BEACH AVE,49.277619,-123.135432
80XX PRINCE EDWARD ST,49.212981,-123.097908
9XX BLOCK KEEFER ST,49.279196,-123.085016
41XX KNIGHT ST,49.248425,-123.076032
14XX W 40TH AVE,49.235295,-123.137201
75XX BLOCK ROSS ST,49.217156,-123.083097
9XX BLOCK SALSBURY DR,49.276591,-123.067530
62XX TYNE ST,49.227575,-123.032103
27XX BLOCK E 1ST AVE,49.269397,-123.049599
E HASTINGS ST / CLARK DR,49.281272,-123.077087
W 4TH AVE / ARBUTUS ST,49.268163,-123.152787
61XX CROWN ST,49.233471,-123.193772
MAPLE ST / W 13TH AVE,49.260760,-123.218743
ALDER ST / W 7TH AVE,49.345108,-122.919205
CARDERO ST / BARCLAY ST,49.288046,-123.134408
58XX ST GEORGE ST,49.229969,-123.093931
COTTON DR / KITCHENER ST,49.272162,-123.071496
39XX BLOCK DUMFRIES ST,49.250457,-123.073289
BLENHEIM ST / W BROADWAY AVE,49.264246,-123.177837
21XX BLOCK SALAL DR,49.261497,-123.153970
54XX MELBOURNE ST,49.234777,-123.029218
16XX E KENT AVE S,49.208959,-123.075919
KEEFER ST / CARRALL ST,49.279243,-123.104457
17XX BLOCK BLENHEIM ST,49.270755,-123.177584
78XX COLUMBIA ST,49.212972,-123.112721
65XX LIME ST,49.227172,-123.157677
20XX BLOCK STAINSBURY AVE,49.251349,-123.064870
21XX BLOCK SE MARINE DR,49.209055,-123.064436
66XX EAST BLVD,49.225788,-123.153642
26XX BLOCK STEPHENS ST,49.263209,-123.166251
COMMERCIAL DR / E 16TH AVE,49.256344,-123.069794
E 62ND AVE / PRINCE EDWARD ST,49.214280,-123.097888
VERNON DR / E PENDER ST,49.280037,-123.079189
5XX BLOCK TEMPLETON DR,49.280350,-123.059771
32XX BLOCK E 19TH AVE,49.255539,-123.176037
CASSIAR ST / E 8TH AVE,49.262881,-123.031010
E PENDER ST / RENFREW ST,49.280202,-123.044061
COMMERCIAL DR / E 14TH AVE,49.257761,-123.069836
22XX E 24TH AVE,49.248969,-123.076227
W 22ND AVE / DUNBAR ST,49.252871,-123.185162
